Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09919209033250809,0.09962333635686968,0.09919209033250809,0.09919209033250809,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09444843132690758,0.09444843132690758,0.09401718527078629,0.09401718527078629,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.0875477499087818,0.0875477499087818,0.08711650967597961,0.08711650967597961,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08927273005247116,0.08970397608053622,0.08927273005247116,0.08927273005247116,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09186096489429474,0.09229220515773147,0.09186096489429474,0.09186096489429474,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09746713191270828,0.09789837799972773,0.09746713191270828,0.09746713191270828,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10221081227064133,0.1026428299260978,0.10221081227064133,0.10221081227064133,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10652401298284532,0.10695525906678832,0.10652401298284532,0.1065240129828453,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11213017255067825,0.11256141861548805,0.11213017255067825,0.11213017255067825,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12248077988624573,0.12291202594856863,0.12248077988624573,0.12248077988624573,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12420573085546494,0.12463697684222293,0.12420573085546494,0.12420573085546494,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12161830312259528,0.12161830312259528,0.12118706852197647,0.12118706852197647,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11816830069330124,0.11816830069330124,0.1177370548248291,0.1177370548248291,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11903077363967896,0.11989326532391324,0.11903077363967896,0.11903077363967896,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11687462273643598,0.11687462273643598,0.11644338816404343,0.11644338816404343,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11169892449674737,0.11169892449674737,0.11126767843961717,0.11126767843961716,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10695525906678832,0.10695525906678832,0.10652401298284532,0.1065240129828453,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10479904208318652,0.10479904208318652,0.10436780750751495,0.10436780750751495,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10997390747070312,0.11040515335406395,0.10997390747070312,0.10997390747070312,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10997392353853307,0.10997392353853307,0.10911144316196442,0.10911144316196442,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10566160013331048,0.10566160013331048,0.10523035377264023,0.10523035377264023,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10566150397062302,0.10609274993881568,0.10566150397062302,0.10566150397062302,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10781776160001756,0.10868024233464865,0.10781776160001756,0.10781776160001755,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10738646872312878,0.10738646872312878,0.10695522278547287,0.10695522278547287,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11342387646436691,0.11385512244262412,0.11342387646436691,0.11342387646436691,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11040515335406395,0.11040515335406395,0.10997390747070312,0.10997390747070312,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11213017255067825,0.11299265316412659,0.11213017255067825,0.11213017255067825,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11342387646436691,0.11428636842088133,0.11342387646436691,0.11342387646436691,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11342390529904756,0.11385515138693636,0.11299265921115875,0.11299265921115875,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11169892449674737,0.11169892449674737,0.11126767843961717,0.11126767843961716,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11126770236500375,0.11126770236500375,0.11040522158145906,0.11040522158145905,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10738646872312878,0.10738646872312878,0.10695522278547287,0.10695522278547287,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10350529745716572,0.10350529745716572,0.10307405143976212,0.10307405143976212,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09832962408674718,0.09832962408674718,0.09746713191270828,0.09746713191270828,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09229220515773147,0.09229220515773147,0.09186096489429474,0.09186096489429474,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09531091153621674,0.09574215180644975,0.09531091153621674,0.09531091153621674,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09876085817813873,0.099192092696608,0.09876085817813873,0.09876085817813873,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09876085817813873,0.09962333873124772,0.09876085817813873,0.09876085817813873,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09919209033250809,0.09962333635686968,0.09919209033250809,0.09919209033250809,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09487967162494336,0.09487967162494336,0.09401718527078629,0.09401718527078629,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09401718527078629,0.09444843132690758,0.09401718527078629,0.09401718527078629,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09142974843902647,0.09142974843902647,0.09099850803613663,0.09099850803613663,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.0905672418124531,0.0905672418124531,0.09013522416353226,0.09013522416353226,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08884149008805214,0.08884149008805214,0.08797900378704071,0.08797900378704071,11155200,0.0,0.0
