Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,58.617561494492875,60.47481536865235,58.32431351042416,60.474815368652344,10823694,0.0,0.0
2000-01-04 00:00:00-05:00,59.43214024022928,59.692807850439706,57.80296975662934,58.422054290771484,8606279,0.0,0.0
2000-01-05 00:00:00-05:00,58.878229142841334,62.4298227312658,58.45464733459839,60.474815368652344,13318927,0.0,0.0
2000-01-06 00:00:00-05:00,61.51750471528171,62.006255664820046,59.171499325411226,59.432167053222656,8338607,0.0,0.0
2000-01-07 00:00:00-05:00,61.12647743329058,61.48489436828751,57.672637732019616,59.17147445678711,12402108,0.0,0.0
2000-01-10 00:00:00-05:00,61.126462353156754,62.234297377230256,60.14896110605834,61.51746368408203,8933363,0.0,0.0
2000-01-11 00:00:00-05:00,61.452333372752555,63.14666926413329,60.800664122055395,62.03883361816406,8235472,0.0,0.0
2000-01-12 00:00:00-05:00,62.364652898620456,63.60282213137619,61.64781895553683,62.29948806762695,7116775,0.0,0.0
2000-01-13 00:00:00-05:00,62.52759113397517,63.08151109580241,60.34449995319011,61.6478385925293,8880226,0.0,0.0
2000-01-14 00:00:00-05:00,63.04887345787522,64.28704204161582,61.25678537910017,62.364620208740234,11460604,0.0,0.0
2000-01-18 00:00:00-05:00,62.397223364506075,62.42980785289181,59.95346994417742,60.34446716308594,7995519,0.0,0.0
2000-01-19 00:00:00-05:00,60.2467314046508,63.60282213137619,58.74789452705902,62.29948806762695,9031687,0.0,0.0
2000-01-20 00:00:00-05:00,64.12417105996309,65.03650801093912,62.038833618164055,62.03883361816406,18601436,0.0,0.0
2000-01-21 00:00:00-05:00,63.53763114128212,64.12413102047965,62.5275454735129,63.342132568359375,8230660,0.0,0.0
2000-01-24 00:00:00-05:00,63.53763114128212,64.05896621631517,60.76804167549099,63.342132568359375,6798163,0.0,0.0
2000-01-25 00:00:00-05:00,60.865823085688874,62.29949529869265,60.474821573051486,62.1039924621582,7255997,0.0,0.0
2000-01-26 00:00:00-05:00,62.07140696082333,62.52757327408004,60.47481654356255,60.86581802368164,5120275,0.0,0.0
2000-01-27 00:00:00-05:00,61.51747886067739,61.74556198654539,58.19397296853537,59.17147445678711,8707532,0.0,0.0
2000-01-28 00:00:00-05:00,58.78045752842399,59.5298756931789,57.37937048987578,58.161373138427734,6976192,0.0,0.0
2000-01-31 00:00:00-05:00,58.06363208266968,58.813050353715084,57.15129552996177,58.519798278808594,6488024,0.0,0.0
2000-02-01 00:00:00-05:00,58.584935804358985,59.13885520771894,56.89060144189584,57.34676742553711,7640716,0.0,0.0
2000-02-02 00:00:00-05:00,58.38947160201348,60.37705907090684,57.542303922890675,59.17147445678711,8062254,0.0,0.0
2000-02-03 00:00:00-05:00,59.95348205874728,61.25681609280557,59.46472711549063,61.061317443847656,6499635,0.0,0.0
2000-02-04 00:00:00-05:00,61.61522671053612,61.745560516562186,59.85572240939946,60.2793083190918,5653944,0.0,0.0
2000-02-07 00:00:00-05:00,60.474823820219996,60.93099434879676,58.97598671296417,59.49732208251953,6045357,0.0,0.0
2000-02-08 00:00:00-05:00,61.02772916513288,62.10411594024494,60.63632033579379,62.006263732910156,5715658,0.114723,0.0
